"","49","近","近","jìn","near; close (to)",""
"","50","就","就","jiù","then; at once; just; only; with regard to",""
"","51","觉得","覺得","jué de","feel; think",""
"","52","咖啡","咖啡","kā fēi","coffee",""
"","53","开始","開始","kāi shǐ","begin; to start; beginning",""
"","54","考试","考試","kǎo shì","test; exam; to give or take a test",""
"","55","可能","可能","kě néng","possible; maybe",""
"","56","可以","可以","kě yǐ","can; may; possible; okay",""
"","57","课","課","kè","class; subject; lesson; course",""
"","58","快","快","kuài","fast; quick; swift",""
"","59","快乐","快樂","kuài lè","happy",""
"","60","累","累","lèi","tired",""
"","61","离","離","lí","leave; depart; go away; apart from",""
"","62","两","兩","liǎng","two; 2; both; (unit of weight equal to 50 grams)",""
"","63","零","零","líng","zero; remnant",""
"","64","路","路","lù","road; path; journey; route",""
"","65","旅游","旅游","lǚ yóu","trip; journey; tour",""
"","66","卖","賣","mài","to sell",""
"","67","慢","慢","màn","slow",""
"","68","忙","忙","máng","busy",""
"","69","每","每","měi","each; every",""
"","70","妹妹","妹妹","mèi mei","younger sister",""
"","71","门","門","mén","door; opening; gate (Kangxi radical 169)",""
"","72","面条","面條","miàn tiáo","noodles",""
"","73","男","男","nán","male",""
"","74","您","您","nín","you (polite)",""
"","75","牛奶","牛奶","niú nǎi","cow's milk",""
"","76","女","女","nǚ","woman; female (Kangxi radical 38)",""
"","77","旁边","旁邊","páng biān","side, beside",""
"","78","跑步","跑步","pǎo bù","to run; to jog",""
"","79","便宜","便宜","pián yi","cheap",""
"","80","票","票","piào","ticket; bank note; a vote",""
"","81","妻子","妻子","qī zi","wife",""
"","82","起床","起床","qǐ chuáng","get out of bed",""
"","83","千","千","qiān","one thousand",""
"","84","铅笔","鉛筆","qiān bǐ","pencil",""
"","85","晴","晴","qíng","clear; fine (as of weather)",""
"","86","去年","去年","qù nián","last year",""
"","87","让","讓","ràng","ask; let; yield",""
"","88","日","日","rì","sun; day; date; time (Kangxi radical 72)",""
"","89","上班","上班","shàng bān","go to work; be on duty",""
"","90","身体","身體","shēn tǐ","health; (human) body",""
"","91","生病","生病","shēng bìng","get sick; fall ill",""
"","92","生日","生日","shēng rì","birthday",""
"","93","时间","時間","shí jiān","time; period",""
"","94","事情","事情","shì qing","matter; affair; thing; business",""
"","95","手表","手表","shǒu biǎo","wristwatch",""
"","96","手机","手機","shǒu jī","mobile (cell) phone",""
"","97","说话","說話","shuō huà","to talk; speak",""
"","98","送","送","sòng","deliver; to carry; to give; send",""
"","99","虽然","雖然","suī rán","although; even though",""
"","100","但是","但是","dàn shì","but; however",""
"","101","它","它","tā","it",""
"","102","踢足球","踢足球","tī zú qiú","to play football/soccer",""
"","103","题","題","tí","topic; subject; question on a test or assignment",""
"","104","跳舞","跳舞","tiào wǔ","to dance",""
"","105","外","外","wài","outer; outside; in addition; foreign",""
"","106","完","完","wán","to finish; be over; complete",""
"","107","玩","玩","wán","to play; have a good time; visit; enjoy",""
"","108","晚上","晚上","wǎn shang","evening; night",""
"","109","往","往","wǎng","to go (in a direction); towards; in the past",""
"","110","为什么","為什麼","wèi shén me","why?; for what reason?",""
"","111","问","問","wèn","ask; inquire",""
"","112","问题","問題","wèn tí","question; problem",""
"","113","西瓜","西瓜","xī guā","watermelon",""
"","114","希望","希望","xī wàng","to hope; wish for; to desire",""
"","115","洗","洗","xǐ","to wash; bathe",""
"","116","小时","小時","xiǎo shí","hour",""
"","117","笑","笑","xiào","to laugh; to smile",""
"","118","新","新","xīn","new; Xinjiang autonomous region (abbreviation)",""
"","119","姓","姓","xìng","surname; family name",""
"","120","休息","休息","xiū xi","to rest; take a break",""
"","121","雪","雪","xuě","snow",""
"","122","颜色","顏色","yán sè","color",""
"","123","眼睛","眼睛","yǎn jing","eye",""
"","124","羊肉","羊肉","yáng ròu","mutton; lamb",""
"","125","药","藥","yào","medicine; drug; cure; chemical",""
"","126","要","要","yào","to want; to need; will/shall; important",""
"","127","也","也","yě","also; too",""
"","128","一起","一起","yì qǐ","together; in the same place",""
"","129","一下","一下","yí xià","a little bit/while; one time; once",""
"","130","已经","已經","yǐ jing","already",""
"","131","意思","意思","yì si","meaning; idea; opinion",""
"","132","因为","因為","yīn wèi","because",""
"","133","所以","所以","suǒ yǐ","so; therefore; as a result",""
"","134","阴","陰","yīn","cloudy (weather); yin (the negative principle of Yin and Yang); secret; the moon; negative; shade",""
"","135","游泳","游泳","yóu yǒng","to swim",""
"","136","右边","右邊","yòu bian","the right (as opposed to left) side",""
"","137","鱼","魚","yú","fish (Kangxi radical 195)",""
"","138","远","遠","yuǎn","far; distant; remote",""
"","139","运动","運動","yùn dòng","(physical) exercise; movement; sports; campaign",""
"","140","再","再","zài","again; once more",""
"","141","早上","早上","zǎo shang","(early) morning",""
"","142","丈夫","丈夫","zhàng fu","husband; man",""
"","143","找","找","zhǎo","try to find; look for; seek; to give change",""
"","144","着","著","zhe","particle attached after verb to indicate action in progress, like -ing ending",""
"","145","真","真","zhēn","real; true; genuine",""
"","146","正在","正在","zhèng zài","in the process of (doing something); currently",""
"","147","知道","知道","zhī dao","know; be aware of",""
"","148","准备","准備","zhǔn bèi","prepare; get ready",""
"","149","走","走","zǒu","to walk; to go; to move (Kangxi radical 156)",""
"","150","最","最","zuì","the most; -est; (indicator for superlative)",""
"","151","左边","左邊","zuǒ bian","the left side; the left",""
