"","113","检查","檢查","jiǎn chá","to check; examine; inspect",""
"","114","简单","簡單","jiǎn dān","simple; not complicated",""
"","115","见面","見面","jiàn miàn","meet/see somebody; meeting",""
"","116","健康","健康","jiàn kāng","health; healthy",""
"","117","讲","講","jiǎng","to talk; to lecture; to explain; a speech",""
"","118","教","教","jiāo | jiào","teach; instruct | religion; teaching",""
"","119","角","角","jiǎo | jué","horn; angle; unit of money (1/10 yuan); corner (Kangxi radical 148) | role (theater)",""
"","120","脚","腳","jiǎo","foot (body part)",""
"","121","接","接","jiē","connect; to meet; to pick up (somebody); to receive",""
"","122","街道","街道","jiē dào","street",""
"","123","节目","節目","jié mù","program; item (on a program)",""
"","124","节日","節日","jié rì","holiday; festival",""
"","125","结婚","結婚","jié hūn","get married",""
"","126","结束","結束","jié shù","to end; to finish; conclude",""
"","127","解决","解決","jiě jué","settle (a dispute); resolve; solve",""
"","128","借","借","jiè","lend; borrow; excuse",""
"","129","经常","經常","jīng cháng","often; frequently; daily",""
"","130","经过","經過","jīng guò","to pass; go through; as a result of",""
"","131","经理","經理","jīng lǐ","manager; director",""
"","132","久","久","jiǔ","long (time)",""
"","133","旧","舊","jiù","old; past; used",""
"","134","句子","句子","jù zi","sentence",""
"","135","决定","決定","jué dìng","decide; resolve",""
"","136","可爱","可愛","kě ài","cute; lovely",""
"","137","渴","渴","kě","thirsty",""
"","138","刻","刻","kè","quarter (hour); (mw for short time intervals); carve; to cut",""
"","139","客人","客人","kè rén","guest; customer",""
"","140","空调","空調","kōng tiáo","air conditioning",""
"","141","口","口","kǒu","mouth (Kangxi radical 30)",""
"","142","哭","哭","kū","cry; weep",""
"","143","裤子","褲子","kù zi","pants; trousers",""
"","144","筷子","筷子","kuài zi","chopsticks",""
"","145","蓝","藍","lán","blue",""
"","146","老","老","lǎo","old; aged; tough; often (Kangxi radical 125)",""
"","147","离开","離開","lí kāi","leave; depart",""
"","148","礼物","禮物","lǐ wù","gift; present",""
"","149","历史","歷史","lì shǐ","history",""
"","150","脸","臉","liǎn","face",""
"","151","练习","練習","liàn xí","practice; exercise",""
"","152","辆","輛","liàng","(mw for vehicles)",""
"","153","聊天","聊天","liáo tiān","to chat",""
"","154","了解","了解","liǎo jiě","comprehend; understand; know; find out",""
"","155","邻居","鄰居","lín jū","neighbor",""
"","156","留学","留學","liú xué","study abroad",""
"","157","楼","樓","lóu","story; floor; (multi-story) building",""
"","158","绿","綠","lǜ","green",""
"","159","马","馬","mǎ","horse (Kangxi radical 187)",""
"","160","马上","馬上","mǎ shàng","at once; immediately; right away",""
"","161","满意","滿意","mǎn yì","satisfied; pleased",""
"","162","帽子","帽子","mào zi","hat; cap",""
"","163","米","米","mǐ","rice; meter (Kangxi radical 119)",""
"","164","面包","面包","miàn bāo","bread",""
"","165","明白","明白","míng bai","clear; obvious; understand; explicit",""
"","166","拿","拿","ná","carry in your hand; seize; to catch",""
"","167","奶奶","奶奶","nǎi nai","grandma; (informal) paternal grandmother",""
"","168","南","南","nán","South",""
"","169","难","難","nán","difficult",""
"","170","难过","難過","nán guò","be grieved; be sad; have a hard time",""
"","171","年级","年級","nián jí","grade; year (in school)",""
"","172","年轻","年輕","nián qīng","young",""
"","173","鸟","鳥","niǎo","bird (Kangxi radical 196)",""
"","174","努力","努力","nǔ lì","to work hard; to strive",""
"","175","爬山","爬山","pá shān","mountain climbing",""
"","176","盘子","盤子","pán zi","plate; dish; tray",""
"","177","胖","胖","pàng","fat; plump",""
"","178","皮鞋","皮鞋","pí xié","leather shoes",""
"","179","啤酒","啤酒","pí jiǔ","beer",""
"","180","瓶子","瓶子","píng zi","bottle",""
"","181","其实","其實","qí shí","actually; in fact",""
"","182","其他","其他","qí tā","other; else",""
"","183","奇怪","奇怪","qí guài","strange; odd",""
"","184","骑","騎","qí","to ride (an animal or bike); to sit astride",""
"","185","起飞","起飛","qǐ fēi","take off (in an airplane); liftoff",""
"","186","起来","起來","qǐ lai","(beginning or continuing an action); to rise; get up (from bed)",""
"","187","清楚","清楚","qīng chu","clear; distinct; be clear about",""
"","188","请假","請假","qǐng jià","to ask for time off",""
"","189","秋","秋","qiū","autumn; fall; harvest time",""
"","190","裙子","裙子","qún zi","skirt",""
"","191","然后","然后","rán hòu","then; afterwards",""
"","192","热情","熱情","rè qíng","cordial; warm; enthusiastic",""
"","193","认为","認為","rèn wéi","believe; think that",""
"","194","认真","認真","rèn zhēn","serious; earnest; take seriously",""
"","195","容易","容易","róng yì","easy; likely; liable (to)",""
"","196","如果","如果","rú guǒ","if; in the event that",""
"","197","伞","傘","sǎn","umbrella; parasol",""
"","198","上网","上網","shàng wǎng","to surf the web; to go online",""
"","199","生气","生氣","shēng qì","angry; mad",""
"","200","声音","聲音","shēng yīn","sound; voice",""
"","201","世界","世界","shì jiè","world",""
"","202","试","試","shì","to try; to test; examination",""
"","203","瘦","瘦","shòu","thin; tight; lean",""
"","204","叔叔","叔叔","shū shu","(informal) father's younger brother; uncle",""
"","205","舒服","舒服","shū fu","comfortable; feeling well",""
"","206","树","樹","shù","tree",""
"","207","数学","數學","shù xué","mathematics",""
"","208","刷牙","刷牙","shuā yá","brush one's teeth",""
"","209","双","雙","shuāng","two; double; (mw for pairs)",""
"","210","水平","水平","shuǐ píng","level; standard; horizontal",""
"","211","司机","司機","sī jī","driver; chauffeur",""
"","212","太阳","太陽","tài yáng","the sun",""
"","213","特别","特別","tè bié","special; especially; particular",""
"","214","疼","疼","téng","ache; sore; (it) hurts; love fondly",""
"","215","提高","提高","tí gāo","to raise; heighten; improve",""
"","216","体育","體育","tǐ yù","physical training; sports",""
"","217","甜","甜","tián","sweet",""
"","218","条","條","tiáo","strip; (mw for long thin objects); item",""
"","219","同事","同事","tóng shì","colleague; co-worker",""
"","220","同意","同意","tóng yì","agree; to consent; approve",""
"","221","头发","頭發","tóu fa","hair (on the head)",""
"","222","突然","突然","tū rán","sudden; abrupt",""
"","223","图书馆","圖書館","tú shū guǎn","library",""
"","224","腿","腿","tuǐ","leg",""
"","225","完成","完成","wán chéng","to complete; accomplish; to fulfill",""
"","226","碗","碗","wǎn","bowl; cup",""
"","227","万","萬","wàn","ten thousand",""
"","228","忘记","忘記","wàng jì","forget",""
"","229","为","為","wèi","for; because of; to; for the sake of",""
"","230","为了","為了","wèi le","in order to; for the sake of; for the purpose of",""
"","231","位","位","wèi","position; location; (polite mw for people)",""
"","232","文化","文化","wén huà","culture; civilization",""
"","233","西","西","xī","West (Kangxi radical 146)",""
"","234","习惯","習慣","xí guàn","habit; be accustomed to; usual practice",""
"","235","洗手间","洗手間","xǐ shǒu jiān","toilet; lavatory; washroom",""
"","236","洗澡","洗澡","xǐ zǎo","bathe; take a bath or shower; bath or shower",""
"","237","夏","夏","xià","summer",""
"","238","先","先","xiān","first; early; before",""
"","239","相信","相信","xiāng xìn","believe (sb.); be convinced of",""
"","240","香蕉","香蕉","xiāng jiāo","banana",""
"","241","向","向","xiàng","direction; towards; to turn; to face",""
"","242","像","像","xiàng","be like; resemble; appearance; appear",""
"","243","小心","小心","xiǎo xīn","be careful",""
"","244","校长","校長","xiào zhǎng","principal (of school, college or university); president; headmaster",""
"","245","新闻","新聞","xīn wén","news",""
"","246","新鲜","新鮮","xīn xiān","fresh (experience, food, etc.); new; novel",""
"","247","信用卡","信用卡","xìn yòng kǎ","credit card",""
"","248","行李箱","行李箱","xíng lǐ xiāng","trunk; suitcase",""
"","249","熊猫","熊貓","xióng māo","panda",""
"","250","需要","需要","xū yào","to need; to want; to demand",""
"","251","选择","選擇","xuǎn zé","select; to pick; choose",""
"","252","要求","要求","yāo qiú","to request; to demand; requirement",""
"","253","爷爷","爺爺","yé ye","(informal) father's father; paternal grandfather",""
"","254","一般","一般","yì bān","general; ordinary; common; same",""
"","255","一边","一邊","yì biān","one side; on the one hand; at the same time",""
"","256","一定","一定","yí dìng","surely; certainly; necessarily; definite",""
"","257","一共","一共","yí gòng","altogether; in total",""
"","258","一会儿","一會兒","yí huì r","a while; a moment",""
"","259","一样","一樣","yí yàng","the same; alike; equal to",""
"","260","一直","一直","yì zhí","always; all along; straight (in a straight line)",""
"","261","以前","以前","yǐ qián","before; formerly; previous",""
"","262","音乐","音樂","yīn yuè","music",""
"","263","银行","銀行","yín háng","bank",""
"","264","饮料","飲料","yǐn liào","beverage; drink",""
"","265","应该","應該","yīng gāi","should; ought to; must",""
"","266","影响","影響","yǐng xiǎng","influence; affect; effect",""
"","267","用","用","yòng","to use (Kangxi radical 101)",""
"","268","游戏","游戲","yóu xì","game; play; recreation",""
"","269","有名","有名","yǒu míng","famous; well-known",""
"","270","又","又","yòu","(once) again; also; both (Kangxi radical 29)",""
"","271","遇到","遇到","yù dào","to meet; run into; come across",""
"","272","元","元","yuán","Chinese monetary unit; dollar; first; principal",""
"","273","愿意","願意","yuàn yì","be willing; want to; be ready",""
"","274","月亮","月亮","yuè liang","the moon",""
"","275","越","越","yuè","even more; the more; exceed",""
"","276","站","站","zhàn","stand; a station; be on one's feet; service center",""
"","277","张","張","zhāng","(mw for flat objects); to spread out; (common surname)",""
"","278","长","長","cháng | zhǎng","long; length | grow; chief (Kangxi radical 168)",""
"","279","着急","著急","zháo jí","to worry; feel anxious",""
"","280","照顾","照顧","zhào gu","take care of; look after; give consideration",""
"","281","照片","照片","zhào piàn","picture; photograph",""
"","282","照相机","照相機","zhào xiàng jī","camera",""
"","283","只","隻","zhī | zhǐ","but; only; merely; just | (mw for birds and certain animals)",""
"","284","只有","隻有","zhǐ yǒu","only",""
"","285","才","才","cái","ability; talent; just now; not until",""
"","286","中间","中間","zhōng jiān","center; middle; between; among",""
"","287","中文","中文","zhōng wén","Chinese (language)",""
"","288","终于","終於","zhōng yú","at last; in the end; finally",""
"","289","种","種","zhǒng","type; breed; race; seed",""
"","290","重要","重要","zhòng yào","important; significant; major",""
"","291","周末","周末","zhōu mò","weekend",""
"","292","主要","主要","zhǔ yào","main; principal; major",""
"","293","注意","注意","zhù yì","pay attention to; take notice of; be careful",""
"","294","自己","自己","zì jǐ","oneself; self",""
"","295","自行车","自行車","zì xíng chē","bike; bicycle",""
"","296","总是","總是","zǒng shì","always; eventually",""
"","297","嘴","嘴","zuǐ","mouth",""
"","298","最后","最后","zuì hòu","last; final; ultimately",""
"","299","最近","最近","zuì jìn","recently; lately; these days",""
"","300","作业","作業","zuò yè","school assignment; homework; task",""
