"","58","六","六","liù","six",""
"","59","妈妈","媽媽","mā ma","mom; mum",""
"","60","吗","嗎","ma","indicates a yes/no question (added to a statement)",""
"","61","买","買","mǎi","to buy",""
"","62","猫","貓","māo","cat",""
"","63","没关系","沒關系","méi guān xi","it doesn't matter; never mind",""
"","64","没有","沒有","méi yǒu","not have; there is not",""
"","65","米饭","米飯","mǐ fàn","(cooked) rice",""
"","66","明天","明天","míng tiān","tomorrow",""
"","67","名字","名字","míng zi","name",""
"","68","哪","哪","nǎ","which; how",""
"","69","哪儿","哪兒","nǎ r","where? (Beijing accent)",""
"","70","那","那","nà","that; then",""
"","71","呢","呢","ne","indicates a question; how about...?;",""
"","72","能","能","néng","can; be able",""
"","73","你","你","nǐ","you (singular)",""
"","74","年","年","nián","year",""
"","75","女儿","女兒","nǚ ér","daughter",""
"","76","朋友","朋友","péng you","friend",""
"","77","漂亮","漂亮","piào liang","pretty; beautiful",""
"","78","苹果","蘋果","píng guǒ","apple",""
"","79","七","七","qī","seven",""
"","80","钱","錢","qián","money; coin",""
"","81","前面","前面","qián miàn","in front",""
"","82","请","請","qǐng","please; invite; to treat someone to something",""
"","83","去","去","qù","go; to leave",""
"","84","热","熱","rè","heat; hot",""
"","85","人","人","rén","person; man; people",""
"","86","认识","認識","rèn shi","recognize; know (a person)",""
"","87","三","三","sān","three",""
"","88","商店","商店","shāng diàn","shop; store",""
"","89","上","上","shàng","above; up",""
"","90","上午","上午","shàng wǔ","late morning (before noon)",""
"","91","少","少","shǎo","few; little",""
"","92","谁","誰","shéi","who",""
"","93","什么","什麼","shén me","what? (replaces the noun to turn a statement into a question)",""
"","94","十","十","shí","ten",""
"","95","时候","時候","shí hou","time",""
"","96","是","是","shì","be; is; are; am",""
"","97","书","書","shū","book; letter",""
"","98","水","水","shuǐ","water",""
"","99","水果","水果","shuǐ guǒ","fruit",""
"","100","睡觉","睡覺","shuì jiào","to sleep; go to bed",""
"","101","说","說","shuō","speak",""
"","102","四","四","sì","four",""
"","103","岁","歲","suì","years old; age",""
"","104","他","他","tā","he; him",""
"","105","她","她","tā","she",""
"","106","太","太","tài","too (much)",""
"","107","天气","天氣","tiān qì","weather",""
"","108","听","聽","tīng","listen; hear",""
"","109","同学","同學","tóng xué","fellow student; schoolmate",""
"","110","喂","喂","wèi","hello (on the phone)",""
"","111","我","我","wǒ","I; me",""
"","112","我们","我們","wǒ men","we; us",""
"","113","五","五","wǔ","five",""
"","114","喜欢","喜歡","xǐ huan","to like",""
"","115","下","下","xià","fall; below",""
"","116","下午","下午","xià wǔ","afternoon",""
"","117","下雨","下雨","xià yǔ","to rain",""
"","118","先生","先生","xiān sheng","Mr.; Sir",""
"","119","现在","現在","xiàn zài","now",""
"","120","想","想","xiǎng","think; believe; suppose; would like to",""
"","121","小","小","xiǎo","small; young",""
"","122","小姐","小姐","xiǎo jie","young lady; miss; Ms.",""
"","123","些","些","xiē","some; few; several",""
"","124","写","寫","xiě","to write; to compose",""
"","125","谢谢","謝謝","xiè xie","thank you",""
"","126","星期","星期","xīng qī","week",""
"","127","学生","學生","xué sheng","student",""
"","128","学习","學習","xué xí","learn; to study",""
"","129","学校","學校","xué xiào","school",""
"","130","一","一","yī","one; once; a",""
"","131","衣服","衣服","yī fu","clothes",""
"","132","医生","醫生","yī shēng","doctor",""
"","133","医院","醫院","yī yuàn","hospital",""
"","134","椅子","椅子","yǐ zi","chair",""
"","135","一点儿","一點兒","yì diǎn r","a bit; a few",""
"","136","有","有","yǒu","have",""
"","137","月","月","yuè","moon; month",""
"","138","在","在","zài","at; on; in; indicates an action in progress",""
"","139","再见","再見","zài jiàn","goodbye; see you later",""
"","140","怎么","怎麼","zěn me","how?",""
"","141","怎么样","怎麼樣","zěn me yàng","how about?; how is/was it?",""
"","142","这","這","zhè","this",""
"","143","中国","中國","zhōng guó","China",""
"","144","中午","中午","zhōng wǔ","noon; midday",""
"","145","住","住","zhù","to live; reside; to stop",""
"","146","桌子","桌子","zhuō zi","table; desk",""
"","147","字","字","zì","letter; character",""
"","148","昨天","昨天","zuó tiān","yesterday",""
"","149","做","做","zuò","do; make",""
"","150","坐","坐","zuò","sit",""
